,harvard_oxford,destrieux,diedrichsen,jhu,juelich,mist,yeo_networks7,yeo_networks17,component,cut_coords
502,Occipital Fusiform Gyrus,L G_and_S_occipital_inf,Left Crus I,Background,GM Visual cortex V4 L,LATERAL_VISUAL_NETWORK_ventroposterior,VisCent,VisCent,502,"[-35.9630894535106, -78.57204751017709, -17.77649379027585]"
503,Temporal Pole,L G_temp_sup-Plan_polar,Background,Background,GM Amygdala_superficial group L,SUPERIOR_TEMPORAL_GYRUS_anterior,LimbicA,LimbicA,503,"[-36.76024154126838, 12.360948882532796, -24.893691878192243]"
504,Precentral Gyrus,R G_precentral,Background,Background,GM Premotor cortex BA6 R,SUPERIOR_PARIETAL_LOBULE,SomMotA,SomMotA,504,"[12.864241462204959, -17.894273532898552, 69.57469548776152]"
505,Superior Frontal Gyrus,R G_front_sup,Background,Background,GM Premotor cortex BA6 R,PRE_SUPPLEMENTARY_MOTOR_CORTEX_anterior,SalVentAttnA,SalVentAttnB,505,"[12.867741463527764, 18.095123058211215, 66.88408145071668]"
506,Parietal Operculum Cortex,R G_temp_sup-Plan_tempo,Background,Background,GM Inferior parietal lobule PF R,SUPRAMARGINAL_GYRUS,SalVentAttnA,SalVentAttnA,506,"[63.610689357472324, -33.9939349679515, 21.922492708601823]"
507,Precentral Gyrus,R G_and_S_paracentral,Background,Background,GM Primary motor cortex BA4a L,SUPERIOR_PARIETAL_LOBULE,SomMotA,SomMotA,507,"[-0.23900019131239958, -23.775867758850936, 70.36193489279461]"
508,Paracingulate Gyrus,L G_front_sup,Background,Background,Background,DORSOMEDIAL_PREFRONTAL_CORTEX_posterior,ContA,ContB,508,"[-4.847201330431815, 34.28558368332099, 37.41232212938621]"
509,Postcentral Gyrus,R G_postcentral,Background,Background,GM Primary somatosensory cortex BA3b R,SOMATOMOTOR_NETWORK_ventrolateral,SomMotA,SomMotB,509,"[60.45583804129441, -6.420387824897077, 31.672153712587317]"
510,"Inferior Temporal Gyrus, temporooccipital part",R S_oc-temp_lat,Background,Posterior thalamic radiation (include optic radiation) L,WM Optic radiation R,FUSIFORM_GYRUS_ventrolateral,DorsAttnB,DorsAttnA,510,"[46.77904911680929, -43.331936374606116, -8.198718429717886]"
511,"Parahippocampal Gyrus, posterior division",L S_oc-temp_med_and_Lingual,Background,Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) R,GM Hippocampus cornu ammonis L,COLLATERAL_SULCUS,VisCent,DefaultC,511,"[-32.48636960470895, -39.849044570285585, -11.764665591267928]"
512,Insular Cortex,L G_Ins_lg_and_S_cent_ins,Background,Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) L,GM Insula Id1 L,POSTERIOR_INSULA_ventral,SalVentAttnA,SalVentAttnA,512,"[-40.08309050481361, -4.097823949408777, -1.7822678383855077]"
513,Frontal Pole,R S_orbital_lateral,Background,Background,GM Broca's area BA45 R,right_PARS_ORBITALIS,ContA,SalVentAttnB,513,"[48.75042481634492, 43.64133684358998, 7.2154880620644235]"
514,"Cingulate Gyrus, posterior division",L S_subparietal,Background,Cingulum (cingulate gyrus) R,WM Cingulum L,POSTERIOR_CINGULATE_CORTEX,DefaultB,DefaultA,514,"[-9.614008338229056, -48.25803714991662, 33.22262901294657]"
515,Precentral Gyrus,R S_precentral-inf-part,Background,Fornix (cres) / Stria terminalis (can not be resolved with current resolution) L,GM Primary somatosensory cortex BA3a R,right_INFERIOR_FRONTAL_SULCUS,Background,Background,515,"[36.71224691147867, -0.8478279398045458, 27.42862943603521]"
516,Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),R G_front_sup,Background,Background,GM Premotor cortex BA6 R,PRE_SUPPLEMENTARY_MOTOR_CORTEX_posterior,SalVentAttnA,SalVentAttnA,516,"[11.428604186534159, -4.367772901411016, 64.5590491072046]"
517,Background,R S_oc_sup_and_transversal,Background,Superior corona radiata L,WM Optic radiation R,right_DORSAL_VISUAL_STREAM_ventral,Background,Background,517,"[32.608817309888224, -55.79288577551162, 25.342546243122186]"
518,Background,Background,Background,Splenium of corpus callosum,WM Fornix,CAUDATE,Background,Background,518,"[-0.5857714930667868, 7.295234854095327, 8.68559349435209]"
519,Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),R G_and_S_cingul-Mid-Post,Background,Background,GM Premotor cortex BA6 R,SOMATOMOTOR_NETWORK_anteromedial,SomMotA,SomMotA,519,"[4.102028450689687, -9.352050427149791, 45.50753969140362]"
520,Cuneal Cortex,L G_cuneus,Background,Background,GM Visual cortex V2 BA18 L,MEDIODORSAL_VISUAL_NETWORK_posterior,VisCent,VisPeri,520,"[-6.713251159417396, -82.8821225691049, 23.921825174547664]"
521,Postcentral Gyrus,L G_postcentral,Background,Background,GM Primary somatosensory cortex BA1 L,left_SOMATOMOTOR_NETWORK_dorsolateral,SomMotA,SomMotA,521,"[-42.465378347556104, -22.075493712831218, 65.66689765692823]"
522,Precuneous Cortex,R G_precuneus,Background,Background,GM Superior parietal lobule 7A R,PRECUNEUS_dorsal,DorsAttnB,ContC,522,"[11.766383659273316, -62.05164804175533, 55.78162929440114]"
523,Temporal Pole,R Pole_temporal,Background,Background,Background,SUPERIOR_TEMPORAL_GYRUS_anterior,LimbicA,DefaultB,523,"[-45.46553455906179, 18.16573114486917, -31.737802097713015]"
524,Angular Gyrus,R S_interm_prim-Jensen,Background,Background,GM Anterior intra-parietal sulcus hIP1 R,right_INTRAPARIETAL_SULCUS,ContA,ContB,524,"[45.80546351114697, -50.313921270128375, 47.96792233602817]"
525,Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),R G_and_S_cingul-Mid-Ant,Background,Background,GM Premotor cortex BA6 R,PRE_SUPPLEMENTARY_MOTOR_CORTEX_posterior,SalVentAttnA,SalVentAttnA,525,"[6.379265254572147, 4.603314762503743, 55.658516475038056]"
526,Frontal Operculum Cortex,R Lat_Fis-ant-Horizont,Background,Retrolenticular part of internal capsule L,GM Broca's area BA45 R,ANTERIOR_INSULA_anteroodorsal,SalVentAttnA,SalVentAttnB,526,"[35.879558109852724, 26.809545922690546, 8.047768403562714]"
527,"Supramarginal Gyrus, posterior division",R G_pariet_inf-Supramar,Background,Background,GM Inferior parietal lobule PFm R,right_INFERIOR_PARIETAL_LOBULE,ContA,ContB,527,"[59.89943978735616, -44.95191638522803, 38.70878495417017]"
528,"Cingulate Gyrus, posterior division",L G_cingul-Post-ventral,Background,Body of corpus callosum,WM Callosal body,PARIETO_OCCIPITAL_SULCUS_ventral,DefaultB,DefaultC,528,"[-0.08050786066370108, -47.0773788707871, 7.438838598921436]"
529,Background,R S_circular_insula_inf,Background,Superior cerebellar peduncle L,GM Hippocampus hippocampal-amygdaloid transition area R,AMYGDALA,Background,Background,529,"[21.39324453976306, -17.274857683491234, -8.179323458249542]"
530,Background,Background,Right Crus I,Background,Background,right_CEREBELLUM_CRUSII_anterior,Background,Background,530,"[36.52458993875058, -69.48832325444044, -37.22986423197076]"
531,"Middle Temporal Gyrus, temporooccipital part",R G_temporal_middle,Background,Background,Background,right_MIDDLE_TEMPORAL_GYRUS_posterior,DefaultB,TempPar,531,"[68.02487456966921, -39.03686691956287, -1.2145371004308458]"
532,Frontal Medial Cortex,L S_suborbital,Background,Background,Background,VENTRAL_MEDIAL_PREFRONTAL_CORTEX_anterior,DefaultB,DefaultA,532,"[-1.3137323094050117, 54.195518548092565, -8.978984356776238]"
533,Frontal Pole,L S_front_middle,Background,Background,Background,left_SUPERIOR_FRONTAL_SULCUS_anterior,SalVentAttnA,SalVentAttnB,533,"[-17.212112620328014, 39.81720740984957, 30.524852154656372]"
534,"Inferior Frontal Gyrus, pars triangularis",L S_front_inf,Background,Background,GM Broca's area BA45 L,left_INFERIOR_FRONTAL_SULCUS,ContA,ContA,534,"[-45.899136286694116, 23.999582557309537, 23.014066244177812]"
535,"Cingulate Gyrus, anterior division",R G_and_S_cingul-Mid-Post,Background,External capsule L,WM Cingulum R,CINGULATE_SULCUS_posterior,SalVentAttnA,SalVentAttnA,535,"[9.416665899573658, -5.328285953223272, 37.4379033513746]"
536,Postcentral Gyrus,L G_postcentral,Background,Background,GM Primary somatosensory cortex BA1 L,POSTCENTRAL_SULCUS_dorsal,SomMotA,SomMotA,536,"[-43.90108939687356, -38.15875375911244, 66.69010036597038]"
537,Precentral Gyrus,L G_and_S_paracentral,Background,Background,GM Primary motor cortex BA4a L,SUPERIOR_PARIETAL_LOBULE,SomMotA,SomMotA,537,"[-1.8665093750458794, -26.704579042008064, 76.7313228647445]"
538,Heschl's Gyrus (includes H1 and H2),R G_temp_sup-G_T_transv,Background,Background,GM Primary auditory cortex TE1.2 R,SUPERIOR_TEMPORAL_GYRUS_middle,SomMotA,SomMotB,538,"[55.86562340701417, -6.107941472349609, 4.564238694499352]"
539,Angular Gyrus,L S_interm_prim-Jensen,Background,Superior longitudinal fasciculus R,GM Anterior intra-parietal sulcus hIP1 L,left_INFERIOR_PARIETAL_LOBULE,Background,DefaultB,539,"[-39.529433946413306, -49.98149248890188, 29.86030331534168]"
540,Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),R G_front_sup,Background,Background,GM Premotor cortex BA6 L,PRE_SUPPLEMENTARY_MOTOR_CORTEX_posterior,SomMotA,SomMotA,540,"[0.18260977376998255, -8.762705104024121, 60.02633607045746]"
541,"Supramarginal Gyrus, anterior division",R S_postcentral,Background,Background,GM Anterior intra-parietal sulcus hIP2 R,left_POSTCENTRAL_SULCUS,DorsAttnB,DorsAttnB,541,"[44.22263651256415, -34.95463582813366, 49.16548451768277]"
542,Planum Polare,L G_temp_sup-Plan_polar,Background,Background,Background,SUPERIOR_TEMPORAL_GYRUS_anterior,LimbicA,LimbicA,542,"[-46.0782615970558, 6.89295663046704, -16.87440963645996]"
543,Postcentral Gyrus,L G_postcentral,Background,Background,GM Primary somatosensory cortex BA2 L,right_POSTCENTRAL_SULCUS,DorsAttnB,DorsAttnB,543,"[-44.39821684671126, -26.699491391545052, 46.52737010053353]"
544,Angular Gyrus,L G_pariet_inf-Angular,Background,Background,GM Inferior parietal lobule PFm L,left_ANGULAR_GYRUS,SalVentAttnA,TempPar,544,"[-55.259022725696276, -51.124166653249574, 16.668463823815515]"
545,"Cingulate Gyrus, posterior division",R S_pericallosal,Background,Body of corpus callosum,WM Cingulum R,PRECUNEUS_ventral,ContA,ContC,545,"[7.232087082819234, -36.907892971476386, 25.567449578303524]"
546,"Supramarginal Gyrus, anterior division",R G_postcentral,Background,Background,GM Primary somatosensory cortex BA1 R,left_POSTCENTRAL_SULCUS,DorsAttnB,DorsAttnB,546,"[58.41391685226307, -24.321623987594933, 53.56394202411724]"
547,Superior Frontal Gyrus,R G_front_sup,Background,Background,GM Premotor cortex BA6 R,DORSOMEDIAL_PREFRONTAL_CORTEX_posterior,ContA,ContB,547,"[3.080247656994345, 31.789891233705106, 47.50055884455715]"
548,Temporal Occipital Fusiform Cortex,R S_oc-temp_med_and_Lingual,Background,Posterior thalamic radiation (include optic radiation) L,WM Optic radiation R,VENTRAL_VISUAL_NETWORK_lateral,VisCent,VisCent,548,"[30.66756847260484, -52.975738597675374, -8.517847400634167]"
549,Postcentral Gyrus,L G_postcentral,Background,Background,GM Primary somatosensory cortex BA1 L,left_SOMATOMOTOR_NETWORK_dorsolateral,SomMotA,SomMotA,549,"[-51.44438819479479, -25.19542245443722, 56.57983142512177]"
550,Insular Cortex,R G_insular_short,Background,Background,WM Inferior occipito-frontal fascicle R,ANTERIOR_INSULA_ventral,SalVentAttnA,SalVentAttnB,550,"[44.00622481237812, 16.61369006620717, -7.85774051699525]"
551,Occipital Fusiform Gyrus,L G_oc-temp_lat-fusifor,Left Crus I,Background,Background,CEREBELLUM_CRUSI,Background,Background,551,"[-36.285167460369024, -73.40470143613805, -24.59510590780485]"
552,Precentral Gyrus,L G_and_S_paracentral,Background,Background,GM Premotor cortex BA6 L,SOMATOMOTOR_NETWORK_medial,SomMotA,SomMotA,552,"[-11.18103141210463, -21.424018978576413, 62.494938724546415]"
553,Frontal Pole,L G_front_sup,Background,Background,Background,left_SUPERIOR_FRONTAL_SULCUS_anterior,DefaultB,DefaultB,553,"[-15.599353050340042, 54.968888894653816, 40.74075917892526]"
554,Supracalcarine Cortex,R G_cuneus,Background,Background,GM Visual cortex V2 BA18 L,MEDIODORSAL_VISUAL_NETWORK_posterior,VisCent,VisPeri,554,"[0.5316762914065691, -89.25318551852905, 17.217560217233995]"
555,Frontal Pole,R S_front_sup,Background,Background,Background,right_SUPERIOR_FRONTAL_SULCUS,DefaultB,DefaultA,555,"[24.129346307535073, 36.22436609639544, 40.21178005708032]"
556,Planum Temporale,R G_temp_sup-Plan_tempo,Background,Background,GM Inferior parietal lobule PFcm R,HESCHLS GYRUS,SomMotA,SomMotB,556,"[55.351030655671536, -30.025337843277327, 17.75812658050151]"
557,Planum Temporale,R S_temporal_transverse,Background,Background,GM Primary auditory cortex TE1.1 R,HESCHLS GYRUS,SomMotA,SomMotB,557,"[47.312121570998585, -27.04130098771728, 10.482684960093309]"
558,Insular Cortex,R G_Ins_lg_and_S_cent_ins,Background,Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) L,WM Uncinate fascicle R,POSTERIOR_INSULA_ventral,SalVentAttnA,SalVentAttnA,558,"[36.60719076992979, 0.3704415803775021, -12.157470825418216]"
559,"Parahippocampal Gyrus, anterior division",L G_oc-temp_med-Parahip,Background,Fornix (column and body of fornix),GM Hippocampus entorhinal cortex L,AMYGDALA,Background,DefaultC,559,"[1.8715567024804045, -13.86073703147315, -23.378103256316408]"
560,Precuneous Cortex,L G_precuneus,Background,Background,GM Superior parietal lobule 7P L,PARIETO_OCCIPITAL_SULCUS_dorsal,ContA,ContC,560,"[-6.772555578805338, -63.64167646658494, 51.798341033712404]"
561,Background,Background,Background,Superior longitudinal fasciculus R,WM Superior longitudinal fascicle L,Background,Background,Background,561,"[-32.47577973834223, -38.217928102900274, 28.484043131870564]"
562,Background,Background,Background,Middle cerebellar peduncle,Background,Background,Background,Background,562,"[0.36181473416134224, -28.271290793669223, -37.00196919202648]"
563,Background,Background,Vermis Crus II,Background,Background,CEREBELLUM_VI_posterior,Background,Background,563,"[-0.14388555396237734, -76.92758604853216, -38.3021460744845]"
564,Background,Background,Background,Posterior thalamic radiation (include optic radiation) R,GM Hippocampus cornu ammonis L,PARIETO_OCCIPITAL_SULCUS_ventral,Background,Background,564,"[-24.985407446026585, -45.90983305292677, 4.988637193392137]"
565,"Inferior Frontal Gyrus, pars opercularis",L G_front_inf-Opercular,Background,Background,GM Broca's area BA44 L,left_INFERIOR_FRONTAL_SULCUS,DorsAttnB,ContA,565,"[-52.544379758997465, 10.388862967408244, 34.643700201013274]"
566,Frontal Operculum Cortex,L G_insular_short,Background,Background,GM Broca's area BA44 L,ANTERIOR_INSULA_anteroodorsal,SalVentAttnA,SalVentAttnB,566,"[-36.797082370640744, 19.76196314710961, 1.222981789512616]"
567,Frontal Pole,R G_orbital,Background,Background,GM Broca's area BA45 R,left_FRONTAL_POLE_lateral,ContA,ContB,567,"[45.271251751109816, 55.55440668912436, -3.295110897823932]"
568,Superior Parietal Lobule,L S_postcentral,Background,Background,GM Primary somatosensory cortex BA2 L,DORSAL_VISUAL_STREAM_superior,Background,Background,568,"[-23.478519067438697, -43.38005516590722, 50.149097068603]"
569,Frontal Pole,R G_front_sup,Background,Background,Background,SUPERIOR_FRONTAL_GYRUS_anterodorsal,DefaultB,DefaultB,569,"[13.119278951736746, 59.730544983017325, 35.210025791191896]"
570,Precuneous Cortex,R S_subparietal,Background,Background,GM Superior parietal lobule 7A R,PRECUNEUS_dorsal,DorsAttnB,ContC,570,"[8.805604876417675, -53.50768783402228, 47.252202087879]"
571,Paracingulate Gyrus,L G_front_sup,Background,Background,GM Premotor cortex BA6 L,DORSOMEDIAL_PREFRONTAL_CORTEX_posterior,ContA,SalVentAttnB,571,"[-5.343498007118271, 21.884743433134105, 46.28980441329564]"
572,"Lateral Occipital Cortex, superior division",L S_oc_sup_and_transversal,Background,Background,GM Visual cortex V5 L,left_DORSAL_VISUAL_STREAM_ventral,VisCent,DorsAttnA,572,"[-34.99868343990245, -76.4860309495895, 16.844564589003767]"
573,Superior Parietal Lobule,L G_parietal_sup,Background,Background,GM Superior parietal lobule 7A L,SUPERIOR_PARIETAL_LOBULE,DorsAttnB,DorsAttnB,573,"[-26.69225494874729, -50.73658836638252, 74.5115555921866]"
574,Middle Frontal Gyrus,L S_front_sup,Background,Background,Background,left_MIDDLE_FRONTAL_GYRUS_posterorostral,ContA,SalVentAttnB,574,"[-31.69261084635899, 23.594188637841313, 35.787655796974576]"
575,Superior Parietal Lobule,R G_parietal_sup,Background,Background,GM Superior parietal lobule 7A R,right_INTRAPARIETAL_SULCUS,DorsAttnB,DorsAttnA,575,"[38.90985150898425, -57.89971201926622, 61.23841319069305]"
576,"Supramarginal Gyrus, posterior division",R S_interm_prim-Jensen,Background,Fornix (cres) / Stria terminalis (can not be resolved with current resolution) L,GM Anterior intra-parietal sulcus hIP1 R,right_INTRAPARIETAL_SULCUS,Background,ContA,576,"[41.19776209415457, -38.493413309142696, 32.75382561178762]"
577,Central Opercular Cortex,L S_circular_insula_sup,Background,Background,GM Secondary somatosensory cortex / Parietal operculum OP4 L,POSTERIOR_INSULA_dorsal,SalVentAttnA,SalVentAttnA,577,"[-44.58004553395954, -4.031634113525811, 7.819609855592276]"
578,Superior Frontal Gyrus,R G_front_sup,Background,Background,Background,SUPERIOR_FRONTAL_GYRUS_anterodorsal,DefaultB,DefaultB,578,"[12.35590504710028, 31.75395349557806, 61.856695018690914]"
579,Background,Background,Background,Genu of corpus callosum,WM Callosal body,CAUDATE_dorsal,Background,Background,579,"[-0.4035767625690312, -2.3940512578485027, 22.63716448467389]"
580,Superior Frontal Gyrus,R G_front_sup,Background,Background,Background,SUPERIOR_FRONTAL_GYRUS_anterodorsal,DefaultB,DefaultB,580,"[15.028413338123741, 36.34018880083235, 49.18442930581362]"
581,Precuneous Cortex,L G_precuneus,Background,Background,GM Superior parietal lobule 5M R,PRECUNEUS_dorsal,DorsAttnB,DorsAttnB,581,"[-1.2313775777885212, -51.81540860725218, 67.60524233640191]"
582,"Cingulate Gyrus, posterior division",L G_cingul-Post-ventral,Right I-IV,Cingulum (hippocampus) R,GM Hippocampus subiculum L,PARIETO_OCCIPITAL_SULCUS_ventral,VisCent,DefaultC,582,"[9.834420337916256, -44.08117336151841, -0.26912404444011884]"
583,"Middle Temporal Gyrus, posterior division",R G_temporal_middle,Background,Background,WM Optic radiation R,right_MIDDLE_TEMPORAL_GYRUS_posterior,ContA,ContB,583,"[60.13949835488353, -23.685084613698024, -14.935300908503528]"
584,Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),L G_front_sup,Background,Background,GM Premotor cortex BA6 L,PRE_SUPPLEMENTARY_MOTOR_CORTEX_posterior,SalVentAttnA,SalVentAttnA,584,"[-2.7536063930602666, 1.4253717794018428, 62.748090812081244]"
585,Superior Frontal Gyrus,R S_front_sup,Background,Background,Background,right_SUPERIOR_FRONTAL_SULCUS,ContA,DefaultA,585,"[18.35675552199301, 22.910381463226855, 46.624448326213994]"
586,"Cingulate Gyrus, anterior division",R S_pericallosal,Background,Genu of corpus callosum,WM Cingulum R,ANTERIOR_CINGULATE_CORTEX_dorsal,Background,ContA,586,"[10.370426685123647, 9.585009849871426, 25.216921924275823]"
587,"Middle Temporal Gyrus, posterior division",R S_temporal_sup,Background,Background,GM Insula Id1 R,right_MIDDLE_TEMPORAL_GYRUS_anterior,DefaultB,TempPar,587,"[53.72911932173011, -14.273965808173202, -12.900900741987442]"
588,Lingual Gyrus,L G_oc-temp_med-Lingual,Left VI,Background,GM Visual cortex V3V L,VENTRAL_VISUAL_NETWORK_medial,VisCent,VisPeri,588,"[-9.853341459432173, -70.44331219945462, -6.601684687545699]"
589,"Cingulate Gyrus, posterior division",R S_subparietal,Background,External capsule L,GM Superior parietal lobule 5Ci R,POSTERIOR_CINGULATE_CORTEX,ContA,ContC,589,"[6.7705727156459545, -39.855737246193726, 40.85565390089381]"
590,Occipital Fusiform Gyrus,R S_oc-temp_lat,Background,Posterior thalamic radiation (include optic radiation) L,GM Visual cortex V4 R,VENTRAL_VISUAL_NETWORK_lateral,VisCent,VisCent,590,"[37.87328016318102, -61.016641876097665, -10.72955962846494]"
591,Central Opercular Cortex,L G_and_S_subcentral,Background,Superior longitudinal fasciculus R,GM Secondary somatosensory cortex / Parietal operculum OP4 L,POSTERIOR_INSULA_dorsal,SomMotA,SomMotB,591,"[-53.17745918921272, -12.41299486033678, 17.420693734224542]"
592,Background,L S_front_sup,Background,Superior corona radiata R,Background,left_MIDDLE_FRONTAL_GYRUS_posterorostral,Background,Background,592,"[-24.02381333598541, 3.7962970086615258, 41.4061504988607]"
593,Planum Temporale,L S_temporal_transverse,Background,Retrolenticular part of internal capsule R,GM Primary auditory cortex TE1.1 L,SUPERIOR_TEMPORAL_GYRUS_posterior,SomMotA,SomMotB,593,"[-41.22680564749432, -34.60272444408915, 6.373904403375832]"
594,Background,R S_pericallosal,Background,Genu of corpus callosum,WM Callosal body,POSTERIOR_CINGULATE_CORTEX,Background,Background,594,"[-13.78943938706044, -2.388296171685539, 32.58321498606257]"
595,Angular Gyrus,L S_temporal_sup,Background,Background,GM Inferior parietal lobule Pga L,left_INFERIOR_PARIETAL_LOBULE,DefaultB,DefaultB,595,"[-43.946549206900166, -56.98627591079294, 24.08754861902115]"
596,Planum Polare,R S_circular_insula_inf,Background,Posterior thalamic radiation (include optic radiation) L,GM Insula Id1 R,POSTERIOR_INSULA_ventral,SalVentAttnA,SalVentAttnA,596,"[40.770411524798675, -14.757115800341936, -5.714589090369316]"
597,"Cingulate Gyrus, posterior division",R S_cingul-Marginalis,Background,Background,GM Superior parietal lobule 5Ci R,INFERIOR_MARGINAL_SULCUS,SalVentAttnA,ContC,597,"[5.547942475111853, -34.58619494803186, 49.761505720105816]"
598,Background,R S_central,Background,Anterior corona radiata L,WM Corticospinal tract R,left_POSTCENTRAL_SULCUS,Background,Background,598,"[24.746676402904768, -20.573482766895722, 41.385169591426774]"
599,Frontal Medial Cortex,L G_rectus,Background,Background,Background,VENTRAL_MEDIAL_PREFRONTAL_CORTEX_posterior,LimbicA,LimbicB,599,"[-0.9250007238443771, 47.832994478252374, -17.6754692901472]"
600,Postcentral Gyrus,R G_postcentral,Background,Background,GM Primary somatosensory cortex BA1 R,SOMATOMOTOR_NETWORK_mediolateral,SomMotA,SomMotA,600,"[26.58324044652187, -34.80018554895773, 76.54648794326343]"
601,"Cingulate Gyrus, anterior division",R G_and_S_cingul-Mid-Ant,Background,External capsule L,WM Cingulum R,ANTERIOR_CINGULATE_CORTEX_dorsal,SalVentAttnA,SalVentAttnA,601,"[9.463259231694508, 16.991646828525887, 31.32735652207907]"
602,Postcentral Gyrus,L G_and_S_subcentral,Background,Background,GM Inferior parietal lobule PFop L,SUPRAMARGINAL_GYRUS,SalVentAttnA,SomMotB,602,"[-62.80859940707417, -18.343935795997496, 25.007112122754194]"
603,"Parahippocampal Gyrus, posterior division",R S_oc-temp_med_and_Lingual,Background,Cingulum (cingulate gyrus) L,GM Hippocampus cornu ammonis L,COLLATERAL_SULCUS,VisCent,DefaultC,603,"[28.979580984149166, -32.260351316302845, -16.46289685968562]"
604,Supracalcarine Cortex,R G_cuneus,Background,Background,GM Visual cortex V2 BA18 R,MEDIAL_VISUAL_NETWORK_posterior,VisCent,VisPeri,604,"[10.845170529219288, -83.97795968102358, 16.71257250798321]"
605,Insular Cortex,L G_insular_short,Background,External capsule R,WM Inferior occipito-frontal fascicle L,PUTAMEN_posterior,SalVentAttnA,SalVentAttnA,605,"[-31.63451397152673, 0.3709582647635443, 2.4223262180074414]"
606,Lingual Gyrus,R S_oc-temp_med_and_Lingual,Background,Posterior corona radiata L,GM Hippocampus cornu ammonis R,COLLATERAL_SULCUS,Background,Background,606,"[32.684437883269425, -48.897947780509185, 0.25151852912557615]"
607,"Lateral Occipital Cortex, superior division",L G_occipital_middle,Background,Background,GM Inferior parietal lobule PGp L,LATERAL_VISUAL_NETWORK_dorsoposterior,VisCent,VisCent,607,"[-38.29500691715035, -87.77286889965606, 16.15131797116561]"
608,Postcentral Gyrus,R G_postcentral,Background,Background,GM Primary motor cortex BA4p R,right_SOMATOMOTOR_NETWORK_dorsolateral,SomMotA,SomMotA,608,"[37.31034470988186, -27.95722959200903, 62.09858569840722]"
609,Background,Background,Background,Posterior limb of internal capsule R,WM Corticospinal tract L,PUTAMEN_anterior,Background,Background,609,"[-17.542830923611902, -4.292586720715505, 5.610261996435085]"
610,"Lateral Occipital Cortex, inferior division",L S_oc_middle_and_Lunatus,Background,Background,WM Optic radiation L,LATERAL_VISUAL_NETWORK_dorsoposterior,VisCent,VisCent,610,"[-30.766322415991027, -85.86036064197745, 11.428833123320672]"
611,"Lateral Occipital Cortex, superior division",R G_occipital_sup,Background,Background,GM Superior parietal lobule 7P R,right_DORSAL_VISUAL_STREAM_ventral,DorsAttnB,DorsAttnA,611,"[21.531143126716046, -80.22856544402487, 51.41423726818934]"
612,Lingual Gyrus,L G_cingul-Post-ventral,Left I-IV,Background,GM Visual cortex V2 BA18 L,CEREBELLUM_VERMIS,Background,DefaultC,612,"[0.12032285400768217, -53.63856350684611, 1.8866366864468915]"
613,Planum Polare,R S_circular_insula_inf,Background,Superior fronto-occipital fasciculus (could be a part of anterior internal capsule) L,GM Insula Id1 R,SUPERIOR_TEMPORAL_GYRUS_anterior,SalVentAttnA,SalVentAttnA,613,"[44.82940376603298, -2.0126859792997607, -18.44730660482726]"
614,Background,Background,Background,Cerebral peduncle L,Background,CAUDATE_ventral,Background,Background,614,"[16.63632255985989, 16.516677390993465, 3.407512569038971]"
615,Occipital Pole,R Pole_occipital,Background,Background,GM Visual cortex V2 BA18 R,POSTERIOR_VISUAL_NETWORK_dorsomedial,VisCent,VisCent,615,"[17.53835468299735, -100.83609123395223, 11.036315590566062]"
616,Background,Background,Background,Superior longitudinal fasciculus L,WM Superior occipito-frontal fascicle L,CAUDATE_dorsal,Background,Background,616,"[-19.086639852255615, -0.5204244163327871, 26.813210970185835]"
617,Superior Parietal Lobule,L G_parietal_sup,Background,Background,GM Superior parietal lobule 7PC L,SUPERIOR_PARIETAL_LOBULE,DorsAttnB,DorsAttnB,617,"[-23.45499857570988, -51.657374489526205, 62.77971515505689]"
618,Middle Frontal Gyrus,L G_front_middle,Background,Background,GM Premotor cortex BA6 L,left_SUPERIOR_FRONTAL_SULCUS_anterior,DefaultB,ContB,618,"[-34.00139758295873, 11.657414145488445, 63.338559658055345]"
619,Postcentral Gyrus,L S_central,Background,Background,GM Primary motor cortex BA4p L,left_SOMATOMOTOR_NETWORK_dorsolateral,SomMotA,SomMotA,619,"[-39.11204683493281, -28.039064269518136, 57.43573908764532]"
620,Lingual Gyrus,L G_oc-temp_med-Lingual,Background,Background,GM Visual cortex V1 BA17 R,POSTERIOR_VISUAL_NETWORK_ventromedial,VisCent,VisPeri,620,"[1.0210492234640611, -87.06356550610283, -3.0407459985257077]"
621,Background,L S_pericallosal,Background,Genu of corpus callosum,WM Superior occipito-frontal fascicle L,POSTERIOR_CINGULATE_CORTEX,Background,Background,621,"[-15.776835711456641, -18.889589479883796, 30.266490322242362]"
622,"Supramarginal Gyrus, anterior division",R G_pariet_inf-Supramar,Background,Background,GM Inferior parietal lobule PF R,SUPRAMARGINAL_GYRUS,ContA,SalVentAttnB,622,"[55.451348101453675, -34.38662063218713, 40.53836935235317]"
