,dimension,component,identified,overlap_against,label
3163,256,127,120,256,Lateral occipital cortex superior
3164,256,127,93,256,Optic radiation LH
3165,256,127,365,512,Angular gyrus postero-inferior LH
3166,256,127,411,512,Angular gyrus antero-inferior LH
3167,256,127,18,512,Angular sulcus superior LH
3168,256,127,8,512,Angular gyrus inferior LH
3169,256,127,386,512,Lateral occipital cortex antero-superior LH
3170,256,127,928,1024,Angular sulcus posterior LH
3171,256,127,73,1024,Angular gyrus postero-inferior LH
3172,256,127,984,1024,Angular gyrus anterior LH
3173,256,127,852,1024,Angular gyrus antero-inferior LH
3174,256,127,249,1024,Angular sulcus mid-anterior LH
3175,256,128,20,64,Central Parieto-occipital sulcus
3176,256,128,5,64,Dorsal Parieto-occipital sulcus
3177,256,128,4,64,Posterior Cingulate cortex
3178,256,128,35,64,Lingual gyrus anterior
3179,256,128,56,64,Superior occipital sulcus
3180,256,128,8,128,Parieto-occipital sulcus central
3181,256,128,118,128,Parieto-occipital sulcus antero-superior
3182,256,128,52,128,Inferior precuneus
3183,256,128,17,128,Parieto-occipital sulcus postero-superior
3184,256,128,6,128,Lower posterior cingulate cortex
3185,256,128,151,256,"Parieto-occipital sulcus, anterior"
3186,256,128,24,256,"Parieto-occipital sulcus, superior"
3187,256,128,6,256,"Cuneus, anterior"
3188,256,128,218,256,Precuneus inferior
3189,256,128,102,256,Ventral posterior cingulate cortex
3190,256,128,331,512,Parieto-occipital sulcus middle
3191,256,128,159,512,Parieto-occipital sulcus middle superior LH
3192,256,128,91,512,Parieto-occipital sulcus anterior
3193,256,128,216,512,Precuneus postero-inferior RH
3194,256,128,82,512,Parieto-occipital sulcus mid-anterior
3195,256,128,1020,1024,Parieto-occipital sulcus anterior RH
3196,256,128,159,1024,Parieto-occipital sulcus middle RH
3197,256,128,872,1024,Corpus callosum splenium RH
3198,256,128,867,1024,Subparietal sulcus inferior RH
3199,256,128,939,1024,Parieto-occipital sulcus anterior LH
3200,256,129,49,64,Inferior frontal sulcus
3201,256,129,51,64,Middle frontal gyrus
3202,256,129,17,64,Superior frontal gyrus medial
3203,256,129,63,64,Central sulcus
3204,256,129,10,64,Superior parts of Postcentral and Precentral gyri
3205,256,129,83,128,"Precentral sulcus, superior"
3206,256,129,51,128,Cerebrospinal fluid (between superior part of superior frontal gyrus and skull)
3207,256,129,36,128,"Superior frontal gyrus, posterior"
3208,256,129,84,128,Precentral gyrus superior
3209,256,129,106,128,"Middle frontal gyrus, RH"
3210,256,129,210,256,Precentral sulcus inferior RH
3211,256,129,192,256,Middle frontal gyrus posterior RH
3212,256,129,196,256,Superior frontal gyrus posterior RH
3213,256,129,150,256,Cerebrospinal fluid (between precentral gyrus and skull)
3214,256,129,245,256,Cerebrospinal fluid (between middle frontal gyrus RH and skull)
3215,256,129,294,512,Middle frontal gyrus posterior RH
3216,256,129,290,512,Precentral sulcus mid-inferior RH
3217,256,129,382,512,Cerebrospinal fluid (between central sulcus and skull RH)
3218,256,129,245,512,Cerebrospinal fluid (between middle frontal gyrus and skull RH)
3219,256,129,512,512,Precentral sulcus superior RH
3220,256,129,37,1024,Middle frontal gyrus posterior inferior RH
3221,256,129,265,1024,Precentral sulcus mid-superior RH
3222,256,129,974,1024,Middle frontal gyrus posterior superior RH
3223,256,129,240,1024,Middle frontal gyrus posterior RH
3224,256,129,661,1024,Cerebrospinal fluid (between precentral gyrus superior and skull RH)
3225,256,130,22,64,Superior fornix and isthmus
3226,256,130,47,64,Thalamus
3227,256,130,35,64,Lingual gyrus anterior
3228,256,130,53,64,Parieto occipital sulcus anterior
3229,256,130,2,64,Fusiform gyrus
3230,256,130,57,128,Hippocampal fissure
3231,256,130,97,128,Thalamus and globus pallidus
3232,256,130,31,128,Parahippocampal gyrus
3233,256,130,82,128,Cerebellum IV and V
3234,256,130,95,128,Retrosplenial cortex
3235,256,130,125,256,Hippocampal fissure
3236,256,130,138,256,"Pons, inferior"
3237,256,130,96,256,Cerebellum IV
3238,256,130,206,256,Thalamus ventral
3239,256,130,200,256,Cerebellum V
3240,256,130,344,512,Cerebellar peduncles
3241,256,130,148,512,Pons antero-superior
3242,256,130,259,512,Cerebellum III superior
3243,256,130,11,512,Midbrain superior
3244,256,130,194,512,Cerebrospinal fluid (between superior cerebellum and limbic lobe)
3245,256,130,108,1024,Middle cerebellar peduncle superior
3246,256,130,626,1024,Parahippocampal gyrus
3247,256,130,942,1024,Cerebral peduncles superior
3248,256,130,280,1024,Midbrain anterior
3249,256,130,258,1024,Fluid between cerebellum and peduncle superior
3250,256,131,64,64,Caudate
3251,256,131,6,64,Antero-superior insula
3252,256,131,23,64,Anterior Cingulate Cortex
3253,256,131,61,64,Middle temporal gyrus
3254,256,131,51,64,Middle frontal gyrus
3255,256,131,100,128,Caudate ventral
3256,256,131,87,128,Internal capsule
3257,256,131,107,128,Anterior insula
3258,256,131,117,128,"Ventromedial prefrontal cortex, anterior"
3259,256,131,79,128,Pars triangularis
3260,256,131,43,256,Ventromedial frontal cortex
3261,256,131,149,256,Rostral anterior cingulate cortex
3262,256,131,60,256,Genu of callosal body
3263,256,131,56,256,Suborbital cortex
3264,256,131,66,256,Caudate inferior
3265,256,131,329,512,Orbital H-shaped sulcus
3266,256,131,490,512,Orbitofrontal cortex
3267,256,131,378,512,Cingulate sulcus antero-inferior 
3268,256,131,130,512,Corpus callosum genu inferior
3269,256,131,445,512,Forceps minor RH
3270,256,131,106,1024,Inferior rostral gyrus RH
3271,256,131,820,1024,Suborbital sulcus LH
3272,256,131,876,1024,Forceps minor posterior LH
3273,256,131,227,1024,Uncinate fasciculus anterior
3274,256,131,356,1024,Orbital H-shaped sulcus RH
3275,256,132,64,64,Caudate
3276,256,132,26,64,Mid-anterior Cingulate cortex
3277,256,132,19,64,Planum polare
3278,256,132,22,64,Superior fornix and isthmus
3279,256,132,23,64,Anterior Cingulate Cortex
3280,256,132,98,128,"Putamen, anterior"
3281,256,132,99,128,Posterior insula ventral
3282,256,132,79,128,Pars triangularis
3283,256,132,97,128,Thalamus and globus pallidus
3284,256,132,26,128,Middle temporal gyrus RH
3285,256,132,72,256,Putamen
3286,256,132,190,256,Insula posterior inferior
3287,256,132,125,256,Hippocampal fissure
3288,256,132,21,256,Amygdala
3289,256,132,217,256,Superior temporal gyrus anterior
3290,256,132,316,512,Putamen postero-inferior
3291,256,132,3,512,"Anterior insula, ventral"
3292,256,132,215,512,Superior temporal gyrus medial anterior RH
3293,256,132,178,512,Middle temporal gyrus medial LH
3294,256,132,83,512,Hippocampus anterior
3295,256,132,56,1024,Anterior insula inferior LH
3296,256,132,559,1024,Insula inferior RH
3297,256,132,425,1024,Amygdala anterior
3298,256,132,488,1024,Globus pallidus
3299,256,132,877,1024,Hippocampus anterior LH
3300,256,133,15,64,ventricles
3301,256,133,47,64,Thalamus
3302,256,133,64,64,Caudate
3303,256,133,11,64,Transverse sinus
3304,256,133,29,64,Inferior occipital gyrus
3305,256,133,95,128,Retrosplenial cortex
3306,256,133,127,128,"Lateral ventricles, superior"
3307,256,133,94,128,Caudate
3308,256,133,87,128,Internal capsule
3309,256,133,97,128,Thalamus and globus pallidus
3310,256,133,228,256,Thalamus
3311,256,133,103,256,"Lateral ventricles, middle"
3312,256,133,140,256,"Lateral ventricles, posterior horns"
3313,256,133,169,256,Caudate nucleus
3314,256,133,58,256,Caudate superior
3315,256,133,298,512,Thalamus middle 
3316,256,133,254,512,Subsplenial area
3317,256,133,71,512,Thalamus posterior
3318,256,133,74,512,Thalamus superior
3319,256,133,261,512,Caudate
3320,256,133,168,1024,Fornix body
3321,256,133,688,1024,Third ventricle posterior
3322,256,133,256,1024,Fornix superior
3323,256,133,967,1024,Fornix anterior
3324,256,133,95,1024,Thalamus superior
3325,256,134,61,64,Middle temporal gyrus
3326,256,134,19,64,Planum polare
3327,256,134,8,64,Planum temporale
3328,256,134,26,64,Mid-anterior Cingulate cortex
3329,256,134,36,64,Angular gyrus
3330,256,134,80,128,Superior temporal sulcus LH
3331,256,134,42,128,"Middle temporal gyrus, LH"
3332,256,134,126,128,"Superior temporal sulcus posterior, RH"
3333,256,134,99,128,Posterior insula ventral
3334,256,134,23,128,"Superior temporal gyrus, middle"
3335,256,134,186,256,Superior temporal sulcus RH
3336,256,134,225,256,Middle temporal gyrus middle RH
3337,256,134,10,256,"Collateral sulcus, anterior"
3338,256,134,164,256,Middle temporal gyrus anterior LH
3339,256,134,170,256,Temporal pole
3340,256,134,447,512,Superior temporal sulcus middle-inferior RH
3341,256,134,292,512,Inferior temporal sulcus middle RH
3342,256,134,426,512,Temporal pole RH
3343,256,134,235,512,Superior temporal sulcus middle-superior RH
3344,256,134,66,512,Superior temporal gyrus mid-anterior LH
3345,256,134,588,1024,Superior temporal sulcus mid-anterior RH
3346,256,134,720,1024,Middle temporal gyrus anterior RH
3347,256,134,53,1024,Temporal pole superior RH
3348,256,134,1019,1024,Superior temporal gyrus anterior RH
3349,256,134,938,1024,Superior temporal gyrus mid-posterior RH
3350,256,135,48,64,Intraparietal sulcus RH
3351,256,135,7,64,Superior temporal sulcus with angular gyrus
3352,256,135,45,64,Heschl’s gyrus
3353,256,135,15,64,ventricles
3354,256,135,53,64,Parieto occipital sulcus anterior
3355,256,135,127,128,"Lateral ventricles, superior"
3356,256,135,29,128,"Angular gyrus anterior, RH"
3357,256,135,46,128,"Intraparietal sulcus, RH"
3358,256,135,57,128,Hippocampal fissure
3359,256,135,68,128,Planum temporale RH
3360,256,135,71,256,Isthmus of corpus callosum
3361,256,135,220,256,Occipital horn of lateral ventricles
3362,256,135,247,256,"Superior longitudinal fasciculus I posterior, RH"
3363,256,135,249,256,Forceps major RH
3364,256,135,168,256,Anterior hippocampus
3365,256,135,279,512,Internal capsule posterior RH
3366,256,135,506,512,Corpus callosum splenium
3367,256,135,222,512,Inferior longitudinal fasciculus
3368,256,135,501,512,Inferior fronto-occipital fasciculus posterior LH
3369,256,135,156,512,Arcuate fasciculus postero-inferior RH
3370,256,135,705,1024,Inferior fronto-occipital fasciculus mid-posterior RH
3371,256,135,779,1024,Circular sulcus of the insula posterior RH
3372,256,135,829,1024,Forceps major anterior RH
3373,256,135,518,1024,Posterior corona radiata inferior RH
3374,256,135,632,1024,Hippocampus posterior RH
3375,256,136,62,64,Superior frontal gyrus
3376,256,136,39,64,Dorsomedial Prefrontal cortex antero-caudal
3377,256,136,52,64,Inferior frontal gyrus
3378,256,136,17,64,Superior frontal gyrus medial
3379,256,136,10,64,Superior parts of Postcentral and Precentral gyri
3380,256,136,30,128,Cerebrospinal fluid (between anterior part of superior frontal gyrus and skull)
3381,256,136,1,128,"Middle frontal gyrus lateral, LH"
3382,256,136,51,128,Cerebrospinal fluid (between superior part of superior frontal gyrus and skull)
3383,256,136,90,128,"Superior frontal sulcus, anterior"
3384,256,136,93,128,Cerebrospinal fluid (between middle frontal gyrus and skull)
3385,256,136,174,256,Middle frontal gyrus posterior LH
3386,256,136,45,256,"Superior frontal sulcus, LH"
3387,256,136,68,256,"Superior frontal gyrus posterior, LH"
3388,256,136,12,256,Superior frontal gyrus anterior
3389,256,136,82,256,Cerebrospinal fluid (between superior frontal gyrus and skull)
3390,256,136,63,512,Cerebrospinal fluid (between middle frontal gyrus and skull LH)
3391,256,136,251,512,Middle frontal gyrus mid-posterior LH
3392,256,136,267,512,Superior frontal gyrus middle LH
3393,256,136,124,512,Superior frontal sulcus middle LH
3394,256,136,84,512,Superior frontal gyrus mid-anterior LH
3395,256,136,619,1024,Cerebrospinal fluid (between precentral gyrus and skull LH)
3396,256,136,483,1024,Middle frontal gyrus middle superior LH
3397,256,136,831,1024,Middle frontal gyrus postero-superior LH
3398,256,136,63,1024,Superior frontal sulcus middle LH
3399,256,136,630,1024,Cerebrospinal fluid (between superior frontal gyrus anterior and skull)
3400,256,137,44,64,Paracentral lobule superior
3401,256,137,43,64,Callosomarginal sulcus
3402,256,137,33,64,Superior parietal lobule anterior
3403,256,137,18,64,Precuneus superior
3404,256,137,54,64,Precuneus superior
3405,256,137,5,128,Superior precentral and postcentral sulci
3406,256,137,38,128,Superior precentral and postcentral gyri [same as 5]
3407,256,137,70,128,Cerebrospinal fluid (between central sulcus and skull)
3408,256,137,16,128,Precuneus superior
3409,256,137,89,128,"Superior parietal lobule, anterior"
3410,256,137,219,256,Paracentral lobule
3411,256,137,52,256,Cerebrospinal fluid (between parietal lobe and skull)
3412,256,137,152,256,Precentral gyrus superior
3413,256,137,123,256,Callosomarginal sulcus
3414,256,137,65,256,Precuneus anterior
3415,256,137,417,512,Paracentral lobule superior
3416,256,137,410,512,Callosomarginal sulcus superior
3417,256,137,92,512,Cererbrospinal fluid (between callosomarginal sulcus and skull LH)
3418,256,137,374,512,Superior parietal sulcus superior 
3419,256,137,398,512,Cerebrospinal fluid (between callosomarginal sulcus and skull RH)
3420,256,137,124,1024,Callosomarginal sulcus superior RH
3421,256,137,650,1024,Paracentral lobule posterior 
3422,256,137,508,1024,Paracentral lobule superior
3423,256,137,970,1024,Callosomarginal sulcus superior
3424,256,137,660,1024,Postcentral gyrus superior LH
3425,256,138,2,64,Fusiform gyrus
3426,256,138,35,64,Lingual gyrus anterior
3427,256,138,22,64,Superior fornix and isthmus
3428,256,138,16,64,Posterior fusiform gyrus
3429,256,138,53,64,Parieto occipital sulcus anterior
3430,256,138,57,128,Hippocampal fissure
3431,256,138,113,128,Cerebellum VI
3432,256,138,31,128,Parahippocampal gyrus
3433,256,138,27,128,Cerebellum VI anterior
3434,256,138,82,128,Cerebellum IV and V
3435,256,138,165,256,Fluid between cerebellum and pons
3436,256,138,173,256,Cerebellum VI anterior
3437,256,138,130,256,"Pons, superior"
3438,256,138,200,256,Cerebellum V
3439,256,138,96,256,Cerebellum IV
3440,256,138,233,512,Medulla oblongata
3441,256,138,164,512,Cerebellum IV inferior
3442,256,138,148,512,Pons antero-superior
3443,256,138,452,512,Medulla oblongata superior
3444,256,138,40,512,Cerebellum III anterior
3445,256,138,563,1024,Medulla oblongata posterior
3446,256,138,479,1024,Pons middle
3447,256,138,491,1024,Cerebellar peduncles
3448,256,138,108,1024,Middle cerebellar peduncle superior
3449,256,138,453,1024,Cerebellum IV
3450,256,139,60,64,Cuneus
3451,256,139,20,64,Central Parieto-occipital sulcus
3452,256,139,35,64,Lingual gyrus anterior
3453,256,139,3,64,Calcarine cortex posterior
3454,256,139,53,64,Parieto occipital sulcus anterior
3455,256,139,45,128,"Calcarine sulcus, anterior"
3456,256,139,85,128,"Calcarine cortex, anterior"
3457,256,139,75,128,Cuneus
3458,256,139,8,128,Parieto-occipital sulcus central
3459,256,139,72,128,"Calcarine cortex, posterior"
3460,256,139,88,256,Cuneus inferior
3461,256,139,222,256,Calcarine sulcus anterior
3462,256,139,85,256,Calcarine sulcus
3463,256,139,238,256,Calcarine sulcus anterior
3464,256,139,6,256,"Cuneus, anterior"
3465,256,139,177,512,Calcarine sulcus mid-anterior
3466,256,139,435,512,Cuneus anterior
3467,256,139,446,512,Forceps major
3468,256,139,296,512,Calcarine cortex mid-posterior LH
3469,256,139,319,512,Calcarine cortex anterior 
3470,256,139,768,1024,Calcarine sulcus middle
3471,256,139,372,1024,Cuneus anterior RH
3472,256,139,466,1024,Calcarine cortex mid-anterior LH
3473,256,139,345,1024,Temporal horn of lateral ventricle RH
3474,256,139,75,1024,Calcarine cortex anterior RH
3475,256,140,15,64,ventricles
3476,256,140,47,64,Thalamus
3477,256,140,5,64,Dorsal Parieto-occipital sulcus
3478,256,140,53,64,Parieto occipital sulcus anterior
3479,256,140,35,64,Lingual gyrus anterior
3480,256,140,127,128,"Lateral ventricles, superior"
3481,256,140,87,128,Internal capsule
3482,256,140,71,128,Thalamus
3483,256,140,6,128,Lower posterior cingulate cortex
3484,256,140,97,128,Thalamus and globus pallidus
3485,256,140,133,256,"Thalamus, medial"
3486,256,140,220,256,Occipital horn of lateral ventricles
3487,256,140,103,256,"Lateral ventricles, middle"
3488,256,140,111,256,Retrosplenial cortex
3489,256,140,71,256,Isthmus of corpus callosum
3490,256,140,423,512,Caudate nucleus tail
3491,256,140,506,512,Corpus callosum splenium
3492,256,140,254,512,Subsplenial area
3493,256,140,434,512,Hippocampus posterior
3494,256,140,496,512,Corpus callosum isthmus posterior
3495,256,140,624,1024,Posterior lateral ventricles
3496,256,140,1008,1024,Corpus callosum isthmus
3497,256,140,688,1024,Third ventricle posterior
3498,256,140,1012,1024,Fornix posterior
3499,256,140,59,1024,Corpus callosum isthmus inferior
3500,256,141,61,64,Middle temporal gyrus
3501,256,141,51,64,Middle frontal gyrus
3502,256,141,32,64,Intraparietal sulcus
3503,256,141,16,64,Posterior fusiform gyrus
3504,256,141,58,64,Middle frontal gyrus anterior
3505,256,141,42,128,"Middle temporal gyrus, LH"
3506,256,141,14,128,Lateral frontal pole
3507,256,141,4,128,"Frontal pole lateral, RH"
3508,256,141,44,128,"Inferior parietal lobule, LH"
3509,256,141,79,128,Pars triangularis
3510,256,141,94,256,"Inferior frontal sulcus anterior, LH"
3511,256,141,185,256,Frontal pole lateral LH
3512,256,141,16,256,"Pars opercularis, pars triangularis LH"
3513,256,141,104,256,Frontal pole
3514,256,141,56,256,Suborbital cortex
3515,256,141,401,512,Pars opercularis LH
3516,256,141,373,512,Middle temporal gyrus postero-inferior LH
3517,256,141,368,512,Frontomarginal gyrus LH
3518,256,141,455,512,Frontomarginal sulcus
3519,256,141,397,512,Frontal pole lateral LH
3520,256,141,293,1024,Lateral orbital cortex LH
3521,256,141,126,1024,Ventrolateral prefrontal cortex LH
3522,256,141,472,1024,Frontomarginal sulcus LH
3523,256,141,976,1024,Lateral orbital gyrus LH
3524,256,141,103,1024,Inferior temporal sulcus mid-posterior LH
3525,256,142,44,64,Paracentral lobule superior
3526,256,142,12,64,Paracentral gyrus RH
3527,256,142,33,64,Superior parietal lobule anterior
3528,256,142,10,64,Superior parts of Postcentral and Precentral gyri
3529,256,142,50,64,Postcentral gyrus LH
3530,256,142,38,128,Superior precentral and postcentral gyri [same as 5]
3531,256,142,20,128,Cerebrospinal fluid (superior of Central sulcus)
3532,256,142,70,128,Cerebrospinal fluid (between central sulcus and skull)
3533,256,142,18,128,Postcentral gyrus RH
3534,256,142,125,128,"Postcentral gyrus, middle"
3535,256,142,87,256,Superior parts of central and postcentral sulci
3536,256,142,152,256,Precentral gyrus superior
3537,256,142,115,256,Superior parts of central and postcentral sulci LH
3538,256,142,243,256,Postcentral sulcus middle RH
3539,256,142,3,256,Cerebrospinal fluid (between superior parietal lobule and skull)
3540,256,142,414,512,Superior parts of central and postcentral sulci RH
3541,256,142,297,512,Postcentral sulcus superior
3542,256,142,348,512,Central sulcus superior 
3543,256,142,139,512,Cerebrospinal fluid (between superior precentral gyrus and skull)
3544,256,142,181,512,Cerebrospinal fluid (between superior parietal lobule and skull RH)
3545,256,142,960,1024,Central sulcus superior RH
3546,256,142,847,1024,Postcentral gyrus superior RH
3547,256,142,992,1024,Postcentral sulcus medial
3548,256,142,907,1024,Paracentral sulcus superior
3549,256,142,601,1024,Cerebrospinal fluid (between postcentral gyrus RH and skull)
3550,256,143,9,64,Cerebellum Crus II
3551,256,143,29,64,Inferior occipital gyrus
3552,256,143,2,64,Fusiform gyrus
3553,256,143,13,64,Superior occipital gyrus
3554,256,143,22,64,Superior fornix and isthmus
3555,256,143,28,128,Cerebellum VI superior
3556,256,143,55,128,Cerebellum superior posterior fissure
3557,256,143,39,128,Cerebrospinal fluid (between occipital pole and cerebellum)
3558,256,143,96,128,Cerebellum Crus II
3559,256,143,108,128,Inferior occipital gyrus
3560,256,143,91,256,Cerebellum Crus I superior
3561,256,143,112,256,Fusiform gyrus posterior
3562,256,143,209,256,Cerebellum Crus I posterior LH
3563,256,143,81,256,Cerebellum Crus I RH
3564,256,143,223,256,Cerebellum VI superior
3565,256,143,442,512,Cerebellum Crus I posterior LH
3566,256,143,482,512,Cerebellum Crus I superior RH
3567,256,143,289,512,Cerebellum Crus I posterior RH
3568,256,143,317,512,Cerebellum horizontal fissure medial
3569,256,143,60,512,Cerebellum VI superior medial
3570,256,143,690,1024,Cerebellum superior posterior fissure central
3571,256,143,959,1024,Cerebellum Crus I posterior LH
3572,256,143,1014,1024,Cerebellum Crus I RH
3573,256,143,248,1024,Fluid between cerebellum and occipital cortex
3574,256,143,174,1024,Cerebellum Crus I superior RH
3575,256,144,49,64,Inferior frontal sulcus
3576,256,144,58,64,Middle frontal gyrus anterior
3577,256,144,6,64,Antero-superior insula
3578,256,144,61,64,Middle temporal gyrus
3579,256,144,7,64,Superior temporal sulcus with angular gyrus
3580,256,144,53,128,Inferior frontal sulcus RH
3581,256,144,2,128,Middle frontal gyrus anterior
3582,256,144,14,128,Lateral frontal pole
3583,256,144,93,128,Cerebrospinal fluid (between middle frontal gyrus and skull)
3584,256,144,81,128,"Intraparietal sulcus anterior, RH"
3585,256,144,202,256,Cerebrospinal fluid (between middle frontal gyrus and skull)
3586,256,144,4,256,"Inferior frontal sulcus, RH"
3587,256,144,79,256,"Frontal pole lateral, RH"
3588,256,144,236,256,Pars orbitalis RH
3589,256,144,2,256,"Middle frontal gyrus anterior, RH"
3590,256,144,205,512,Middle frontal gyrus anterior lateral RH
3591,256,144,371,512,Inferior frontal sulcus anterior RH
3592,256,144,157,512,Frontal pole lateral RH
3593,256,144,96,512,Inferior frontal sulcus middle RH
3594,256,144,33,512,Pars orbitalis RH
3595,256,144,303,1024,Pars triangularis superior RH
3596,256,144,924,1024,Inferior frontal gyrus mid-anterior RH
3597,256,144,776,1024,Middle frontal gyrus mid-anterior inferior RH
3598,256,144,366,1024,Ventrolateral prefrontal cortex RH
3599,256,144,66,1024,Middle frontal gyrus mid-anterior RH
3600,256,145,36,64,Angular gyrus
3601,256,145,57,64,Superior parietal lobule
3602,256,145,38,64,Intraparietal sulcus LH
3603,256,145,59,64,Angular gyrus
3604,256,145,27,64,Superior parietal lobule posterior
3605,256,145,44,128,"Inferior parietal lobule, LH"
3606,256,145,56,128,"Intraparietal sulcus anterior, LH"
3607,256,145,86,128,Cerebrospinal fluid (between parietal lobe and skull)
3608,256,145,77,128,Superior parietal sulcus
3609,256,145,66,128,Cerebrospinal fluid (between Parieto-occipital sulcus and skull)
3610,256,145,183,256,Intraparietal sulcus LH
3611,256,145,27,256,"Intraparietal sulcus, anterior"
3612,256,145,106,256,"Intraparietal sulcus posterior, LH"
3613,256,145,166,256,Angular gyrus superior
3614,256,145,177,256,Angular gyrus anterior LH
3615,256,145,50,512,Intraparietal sulcus superior LH
3616,256,145,385,512,Intermediate primus of Jensen LH
3617,256,145,171,512,Angular gyrus superior LH
3618,256,145,154,512,Cerebrospinal fluid (between angular gyrus and skull LH)
3619,256,145,361,512,Cerebrospinal fluid (between intraparietal sulcus and skull LH)
3620,256,145,771,1024,Angular gyrus posterior LH
3621,256,145,260,1024,Angular gyrus superior anterior LH
3622,256,145,353,1024,Intraparietal sulcus middle LH
3623,256,145,497,1024,Intermediate primus of Jensen LH
3624,256,145,12,1024,Cerebrospinal fluid (between posterior intraparietal sulcus and skull LH)
3625,256,146,36,64,Angular gyrus
3626,256,146,57,64,Superior parietal lobule
3627,256,146,7,64,Superior temporal sulcus with angular gyrus
3628,256,146,32,64,Intraparietal sulcus
3629,256,146,37,64,Supramarginal gyrus
3630,256,146,29,128,"Angular gyrus anterior, RH"
3631,256,146,21,128,"Angular gyrus superior, RH"
3632,256,146,112,128,Postcentral sulcus RH
3633,256,146,125,128,"Postcentral gyrus, middle"
3634,256,146,44,128,"Inferior parietal lobule, LH"
3635,256,146,38,256,"Supramarginal gyrus, RH"
3636,256,146,29,256,"Angular gyrus superior, RH"
3637,256,146,118,256,"Intraparietal sulcus ventral, RH"
3638,256,146,109,256,Angular gyrus RH
3639,256,146,11,256,Cerebrospinal fluid (between intraparietal sulcus and skull)
3640,256,146,399,512,Angular sulcus superior RH
3641,256,146,214,512,Intraparietal sulcus anterior RH
3642,256,146,305,512,Angular gyrus superior RH
3643,256,146,99,512,Angular gyrus anterior RH
3644,256,146,444,512,Cerebrospinal fluid (between intraparietal sulcus and skull RH)
3645,256,146,528,1024,Angular gyrus middle RH
3646,256,146,764,1024,Angular gyrus antero-superior RH
3647,256,146,525,1024,Intermediate primus of Jensen posterior RH
3648,256,146,951,1024,Angular gyrus mid-anterior RH
3649,256,146,623,1024,Supramarginal gyrus RH
3650,256,147,11,64,Transverse sinus
3651,256,147,21,64,Cerebellum I-V
3652,256,147,2,64,Fusiform gyrus
3653,256,147,16,64,Posterior fusiform gyrus
3654,256,147,29,64,Inferior occipital gyrus
3655,256,147,96,128,Cerebellum Crus II
3656,256,147,55,128,Cerebellum superior posterior fissure
3657,256,147,11,128,Cerebellum Crus I posterior
3658,256,147,27,128,Cerebellum VI anterior
3659,256,147,113,128,Cerebellum VI
3660,256,147,81,256,Cerebellum Crus I RH
3661,256,147,179,256,Cerebellum Crus II
3662,256,147,233,256,Cerebellum VI anterior
3663,256,147,156,256,Cerebellum Crus II
3664,256,147,50,256,Cerebellum VIIIb posterior
3665,256,147,491,512,Cerebellum Crus II medial RH
3666,256,147,14,512,Cerebellum VI RH
3667,256,147,429,512,Cerebellum Crus II RH
3668,256,147,141,512,Cerebellum Crus I medial RH
3669,256,147,289,512,Cerebellum Crus I posterior RH
3670,256,147,985,1024,Cerebellum Crus I RH
3671,256,147,347,1024,Cerebellum Crus I RH
3672,256,147,912,1024,Cerebellum VI RH
3673,256,147,639,1024,Cerebellum Crus I anterior RH
3674,256,147,664,1024,Cerebellum superior posterior fissure RH
3675,256,148,19,64,Planum polare
3676,256,148,26,64,Mid-anterior Cingulate cortex
3677,256,148,61,64,Middle temporal gyrus
3678,256,148,7,64,Superior temporal sulcus with angular gyrus
3679,256,148,37,64,Supramarginal gyrus
3680,256,148,79,128,Pars triangularis
3681,256,148,107,128,Anterior insula
3682,256,148,67,128,"Anterior insula, RH-dominated"
3683,256,148,99,128,Posterior insula ventral
3684,256,148,23,128,"Superior temporal gyrus, middle"
3685,256,148,20,256,Frontal operculum LH
3686,256,148,242,256,Anterior horizontal ramus lateral fissure RH
3687,256,148,163,256,"Superior temporal gyrus, medial"
3688,256,148,48,256,Frontal opercula RH
3689,256,148,74,256,Insula
3690,256,148,249,512,Lateral fissure anterior LH
3691,256,148,53,512,Anterior insula dorsal RH
3692,256,148,508,512,Superior temporal gyrus superior LH
3693,256,148,3,512,"Anterior insula, ventral"
3694,256,148,116,512,Planum polare superior
3695,256,148,238,1024,Lateral fissure anterior rami RH
3696,256,148,551,1024,Lateral fissure anterior RH
3697,256,148,494,1024,Pars triangularis inferior LH
3698,256,148,790,1024,Lateral fissure anterior LH
3699,256,148,916,1024,Pars opercularis inferior LH
3700,256,149,23,64,Anterior Cingulate Cortex
3701,256,149,39,64,Dorsomedial Prefrontal cortex antero-caudal
3702,256,149,64,64,Caudate
3703,256,149,6,64,Antero-superior insula
3704,256,149,52,64,Inferior frontal gyrus
3705,256,149,117,128,"Ventromedial prefrontal cortex, anterior"
3706,256,149,69,128,Anterior cingulate cortex
3707,256,149,35,128,"Dorsomedial prefrontal cortex, anterocaudal"
3708,256,149,87,128,Internal capsule
3709,256,149,100,128,Caudate ventral
3710,256,149,244,256,Ventromedial prefrontal cortex anterior
3711,256,149,43,256,Ventromedial frontal cortex
3712,256,149,32,256,Anterior cingulate cortex
3713,256,149,131,256,Suborbital cortex medial
3714,256,149,39,256,"Paracingulate gyrus, anterior"
3715,256,149,287,512,Ventromedial prefrontal cortex LH
3716,256,149,51,512,Ventromedial prefrontal cortex
3717,256,149,197,512,Corpus callosum genu
3718,256,149,445,512,Forceps minor RH
3719,256,149,393,512,Suborbital sulcus
3720,256,149,973,1024,Suborbital sulcus
