,harvard_oxford,destrieux,diedrichsen,jhu,juelich,mist,yeo_networks7,yeo_networks17,component,cut_coords
247,"Cingulate Gyrus, posterior division",R G_cingul-Post-dorsal,Background,External capsule L,WM Cingulum L,PRECUNEUS_ventral,DefaultB,DefaultA,247,"[0.5076751708419778, -53.01133398683086, 20.976190549987678]"
248,Frontal Operculum Cortex,L G_insular_short,Background,Background,GM Broca's area BA44 L,ANTERIOR_INSULA_ventral,SalVentAttnA,SalVentAttnB,248,"[-43.98769780433018, 15.92700269803251, -1.4853443628803262]"
249,"Cingulate Gyrus, posterior division",R G_cingul-Post-ventral,Background,Body of corpus callosum,WM Callosal body,PRECUNEUS_ventral,DefaultB,DefaultC,249,"[0.09865326401238406, -45.638590262095306, 12.005553751547495]"
250,Middle Frontal Gyrus,L G_front_middle,Background,Background,Background,left_MIDDLE_FRONTAL_GYRUS_posterorostral,DefaultB,DefaultB,250,"[-35.64280796069194, 22.03494399196333, 50.064650988239805]"
251,"Superior Temporal Gyrus, anterior division",R G_temp_sup-Lateral,Background,Background,GM Primary auditory cortex TE1.2 R,SUPERIOR_TEMPORAL_GYRUS_middle,SomMotA,SomMotB,251,"[57.76344255951523, -4.210014363665692, -0.3199157354927564]"
252,Precuneous Cortex,R S_subparietal,Background,Background,GM Superior parietal lobule 7P L,PRECUNEUS_dorsal,DefaultB,ContC,252,"[2.0375252300928253, -54.329141151891676, 43.99377645404917]"
253,Background,Background,Background,Body of corpus callosum,WM Fornix,THALAMUS_ventral,Background,Background,253,"[-0.4192643402016074, -34.19522510143187, 4.345255277258801]"
254,"Middle Temporal Gyrus, temporooccipital part",R S_temporal_inf,Background,Background,GM Visual cortex V5 R,FUSIFORM_GYRUS_dorsolateral,DorsAttnB,DorsAttnB,254,"[55.42800275513858, -54.31442385368422, 0.5128738667483219]"
255,"Cingulate Gyrus, anterior division",L G_and_S_cingul-Mid-Ant,Background,External capsule L,WM Cingulum R,ANTERIOR_CINGULATE_CORTEX_dorsal,SalVentAttnA,SalVentAttnB,255,"[-10.27869774763684, 22.170538294208228, 26.115585084768185]"
256,Background,L G_oc-temp_lat-fusifor,Left VI,Unclassified,Background,CEREBELLUM_VI_anterior,Background,Background,256,"[-34.73869054555464, -50.95815898379158, -29.89201008531215]"
257,Superior Parietal Lobule,L G_parietal_sup,Background,Background,GM Superior parietal lobule 7PC L,SUPERIOR_PARIETAL_LOBULE,SomMotA,DorsAttnB,257,"[-27.583979737523308, -44.12875071208305, 66.99032975044435]"
258,"Parahippocampal Gyrus, posterior division",L G_oc-temp_med-Parahip,Left I-IV,Inferior cerebellar peduncle L,GM Hippocampus subiculum L,CEREBELLUM_VERMIS,Background,Background,258,"[0.06558785496709163, -39.27090701889898, -12.727872703157374]"
259,Background,Background,Vermis VI,Background,Background,CEREBELLUM_VI_dorsal,Background,Background,259,"[0.2762271890488961, -68.85264310619692, -22.359205581232366]"
260,Background,Background,Background,Splenium of corpus callosum,WM Fornix,CAUDATE,Background,Background,260,"[-8.831405214940773, -0.8207946975980178, 16.06356191094291]"
261,"Parahippocampal Gyrus, posterior division",L S_oc-temp_med_and_Lingual,Left V,Cingulum (cingulate gyrus) L,GM Hippocampus cornu ammonis L,COLLATERAL_SULCUS,VisCent,DefaultC,261,"[-30.420489887172053, -31.161833355678, -20.20550350732951]"
262,Central Opercular Cortex,R G_and_S_subcentral,Background,Fornix (cres) / Stria terminalis (can not be resolved with current resolution) L,GM Secondary somatosensory cortex / Parietal operculum OP3 R,HESCHLS GYRUS,SomMotA,SomMotB,262,"[42.7895798702327, -14.3821836996771, 19.155406848132856]"
263,"Middle Temporal Gyrus, anterior division",L G_temporal_middle,Background,Background,Background,left_MIDDLE_TEMPORAL_GYRUS_anterior,DefaultB,DefaultB,263,"[-57.4703834907243, -11.13391720602678, -18.77520957506217]"
264,Occipital Fusiform Gyrus,R S_collat_transv_post,Right VI,Background,GM Visual cortex V3V R,VENTRAL_VISUAL_NETWORK_medial,VisCent,VisCent,264,"[16.398870586610016, -79.80215233646916, -10.647608395412433]"
265,Frontal Operculum Cortex,R Lat_Fis-ant-Vertical,Background,Retrolenticular part of internal capsule L,GM Broca's area BA45 R,ANTERIOR_INSULA_anteroodorsal,SalVentAttnA,SalVentAttnB,265,"[34.39967912498986, 24.06577972310049, 8.723909072966208]"
266,Superior Frontal Gyrus,L G_front_sup,Background,Background,GM Premotor cortex BA6 L,SUPERIOR_FRONTAL_GYRUS_anterodorsal,DefaultB,DefaultB,266,"[-14.12375218923124, 27.772263517370675, 56.76395267775524]"
267,"Lateral Occipital Cortex, inferior division",R S_occipital_ant,Background,Background,GM Visual cortex V5 R,FUSIFORM_GYRUS_dorsolateral,VisCent,DorsAttnA,267,"[48.84073242221706, -65.96338261958368, 4.448621085073157]"
268,Postcentral Gyrus,L G_and_S_subcentral,Background,Background,GM Secondary somatosensory cortex / Parietal operculum OP4 L,SOMATOMOTOR_NETWORK_ventrolateral,SomMotA,SomMotB,268,"[-61.733868987749474, -4.905697735729376, 19.65383330237269]"
269,"Parahippocampal Gyrus, posterior division",L G_oc-temp_med-Parahip,Background,Cingulum (hippocampus) R,GM Medial geniculate body R,AMYGDALA,Background,DefaultC,269,"[19.30393734057168, -22.90151645050787, -14.496283111162207]"
270,Paracingulate Gyrus,L G_and_S_cingul-Ant,Background,Background,WM Cingulum L,PERIGENUAL_ANTERIOR_CINGULATE_CORTEX,DefaultB,DefaultA,270,"[-7.251688827329957, 38.090774038080326, 27.242494679982116]"
271,Background,Background,Vermis VIIIb,Unclassified,Background,CEREBELLUM_IX_dorsal,Background,Background,271,"[0.6440294755113882, -64.70077331122589, -43.55590180759425]"
272,Postcentral Gyrus,R S_central,Background,Background,GM Primary motor cortex BA4p R,right_SOMATOMOTOR_NETWORK_dorsolateral,SomMotA,SomMotA,272,"[32.45019080193694, -25.05360782182187, 51.62740472685445]"
273,Background,Background,Right VIIIb,Medial lemniscus L,Background,CEREBELLUM_VIIIab,Background,Background,273,"[19.834842564637583, -52.664940088949166, -52.724897971741086]"
274,Superior Frontal Gyrus,L G_front_sup,Background,Background,GM Premotor cortex BA6 R,PRE_SUPPLEMENTARY_MOTOR_CORTEX_anterior,SalVentAttnA,SalVentAttnA,274,"[-16.19302855912042, -3.5337755134486315, 76.55420108437917]"
275,"Lateral Occipital Cortex, superior division",L G_parietal_sup,Background,Background,GM Superior parietal lobule 7A L,left_INTRAPARIETAL_SULCUS,DorsAttnB,DorsAttnA,275,"[-19.428298962963922, -67.69253826340582, 61.075928389925565]"
276,Middle Frontal Gyrus,R S_front_sup,Background,Background,Background,right_SUPERIOR_FRONTAL_SULCUS,ContA,ContB,276,"[25.853318720088822, 18.078527655725907, 50.8933149141221]"
277,Occipital Pole,L S_oc_middle_and_Lunatus,Background,Background,GM Visual cortex V5 L,LATERAL_VISUAL_NETWORK_dorsoposterior,VisCent,VisCent,277,"[-30.237080732904005, -86.93633948420457, 11.950580250107564]"
278,Background,Background,Background,Uncinate fasciculus L,GM Hippocampus cornu ammonis R,HIPPOCAMPUS,Background,Background,278,"[32.32894845899446, -40.28665734416424, 6.921795162316897]"
279,Temporal Occipital Fusiform Cortex,L S_oc-temp_lat,Background,Background,GM Visual cortex V4 L,FUSIFORM_GYRUS_ventrolateral,VisCent,VisCent,279,"[-38.830661052239066, -62.90137113075049, -14.272090130771431]"
280,"Lateral Occipital Cortex, inferior division",L G_and_S_occipital_inf,Background,Background,GM Visual cortex V3V L,POSTERIOR_VISUAL_NETWORK_lateral,VisCent,VisCent,280,"[-32.09961205559824, -90.17372120680477, -8.671456013767681]"
281,Frontal Pole,L S_front_middle,Background,Background,Background,right_FRONTAL_POLE_lateral,ContA,SalVentAttnB,281,"[-28.49505109662593, 51.518163016117995, 13.906370695331077]"
282,"Lateral Occipital Cortex, inferior division",R S_temporal_sup,Background,Background,GM Inferior parietal lobule PGp R,right_ANGULAR_GYRUS,DorsAttnB,DorsAttnA,282,"[53.32287486824441, -63.138960365299184, 14.533567083704554]"
283,Occipital Fusiform Gyrus,L G_oc-temp_lat-fusifor,Left Crus I,Background,GM Visual cortex V4 L,VENTRAL_VISUAL_NETWORK_lateral,VisCent,VisCent,283,"[-23.262552265862027, -79.20675678985765, -18.05294939931612]"
284,Background,L G_oc-temp_med-Parahip,Background,Cingulum (hippocampus) R,GM Medial geniculate body L,THALAMUS_ventral,Background,Background,284,"[9.019096213870426, -28.414484704143234, -1.2527786232646605]"
285,Occipital Pole,L Pole_occipital,Background,Background,GM Visual cortex V3V L,NOISE,VisCent,VisCent,285,"[-23.027057828041194, -99.98988716299563, -11.337141795965081]"
286,Paracingulate Gyrus,L S_suborbital,Background,Background,Background,VENTRAL_MEDIAL_PREFRONTAL_CORTEX_anterior,DefaultB,DefaultA,286,"[-6.67396038322066, 52.48434950606679, -1.638350687732455]"
287,"Cingulate Gyrus, posterior division",L G_cingul-Post-ventral,Background,Cingulum (hippocampus) R,GM Visual cortex V2 BA18 L,PARIETO_OCCIPITAL_SULCUS_ventral,VisCent,DefaultC,287,"[-9.469831697416595, -50.43454783325866, 4.1099675051187745]"
288,Background,Background,Right Crus I,Background,Background,right_CEREBELLUM_CRUSII_posterior,Background,Background,288,"[27.19141227221236, -85.13626766048247, -31.463446841008896]"
289,Precentral Gyrus,R S_precentral-inf-part,Background,Background,GM Broca's area BA44 R,right_INFERIOR_FRONTAL_SULCUS,DorsAttnB,ContA,289,"[46.454348593450504, 5.743220745381478, 36.58540127703519]"
290,Paracingulate Gyrus,R G_front_sup,Background,Background,Background,DORSOMEDIAL_PREFRONTAL_CORTEX_anterocaudal,DefaultB,DefaultB,290,"[3.087084863815278, 51.99313422647043, 27.20288729837533]"
291,"Middle Temporal Gyrus, posterior division",R G_temporal_middle,Background,Posterior thalamic radiation (include optic radiation) L,WM Optic radiation R,right_MIDDLE_TEMPORAL_GYRUS_posterior,DefaultB,ContB,291,"[59.7815049923104, -20.619413792418925, -16.084251464868657]"
292,Heschl's Gyrus (includes H1 and H2),L G_and_S_subcentral,Background,Background,GM Primary auditory cortex TE1.0 L,POSTERIOR_INSULA_dorsal,SomMotA,SomMotB,292,"[-54.927361916446, -17.04673240732214, 11.262575594325469]"
293,Middle Frontal Gyrus,R S_precentral-inf-part,Background,Background,Background,right_MIDDLE_FRONTAL_GYRUS_posterior,ContA,ContB,293,"[40.422731023189186, 8.282692539822904, 48.46204632934294]"
294,Parietal Operculum Cortex,L Lat_Fis-post,Background,Superior longitudinal fasciculus R,GM Primary auditory cortex TE1.1 L,SUPERIOR_TEMPORAL_GYRUS_posterior,SomMotA,SomMotB,294,"[-44.16282234133198, -34.01472033604453, 15.923475469909874]"
295,Intracalcarine Cortex,L S_calcarine,Background,Background,GM Visual cortex V1 BA17 L,MEDIAL_VISUAL_NETWORK_posterior,VisCent,VisPeri,295,"[-8.910015537334033, -85.57187463767727, 4.310480461394107]"
296,Postcentral Gyrus,R G_and_S_paracentral,Background,Background,GM Superior parietal lobule 5L L,SUPERIOR_PARIETAL_LOBULE,SomMotA,SomMotA,296,"[12.68323831436497, -40.703276066950494, 70.85191267110119]"
297,Background,Background,Background,Anterior limb of internal capsule L,WM Fornix,THALAMUS_dorsal,Background,Background,297,"[-5.798911902041908, -13.790113848658237, 4.21823446933773]"
298,Superior Frontal Gyrus,L G_front_sup,Background,Background,GM Premotor cortex BA6 L,SUPERIOR_FRONTAL_GYRUS_anterodorsal,ContA,ContB,298,"[-1.2848557805621539, 28.778433059562673, 53.48961981678505]"
299,"Inferior Frontal Gyrus, pars triangularis",L S_front_inf,Background,Background,GM Broca's area BA45 L,left_INFERIOR_FRONTAL_SULCUS,ContA,ContA,299,"[-47.37348196810082, 26.431262504428844, 20.95224736994868]"
300,Cuneal Cortex,L S_parieto_occipital,Background,Background,WM Optic radiation L,MEDIODORSAL_VISUAL_NETWORK_anterior,VisCent,VisPeri,300,"[-14.605968988216446, -76.15322323755652, 23.95920489862533]"
301,Precuneous Cortex,L S_subparietal,Background,Posterior corona radiata R,GM Superior parietal lobule 5Ci L,POSTERIOR_CINGULATE_CORTEX,DefaultB,DefaultA,301,"[-11.412080407533253, -50.04137469414245, 38.78255026240137]"
302,Insular Cortex,R S_circular_insula_ant,Background,Cerebral peduncle L,WM Inferior occipito-frontal fascicle R,CAUDATE_ventral,Background,Background,302,"[21.94028799843568, 19.442190078322625, -1.5867298344506224]"
303,Precuneous Cortex,L G_precuneus,Background,Background,GM Superior parietal lobule 7M R,PARIETO_OCCIPITAL_SULCUS_dorsal,ContA,ContC,303,"[-1.762054087131716, -66.8040384428579, 43.58719193811207]"
304,Angular Gyrus,R G_pariet_inf-Angular,Background,Background,GM Inferior parietal lobule Pga R,right_INFERIOR_PARIETAL_LOBULE,ContA,ContB,304,"[46.82042561848846, -58.22178743778967, 45.47641931680495]"
305,Precentral Gyrus,L S_central,Background,Background,GM Primary motor cortex BA4p L,SOMATOMOTOR_NETWORK_lateral,SomMotA,SomMotA,305,"[-39.263815033586745, -15.996732776557806, 48.810171707177815]"
306,Middle Frontal Gyrus,L S_front_sup,Background,Background,Background,left_SUPERIOR_FRONTAL_SULCUS_anterior,DefaultB,DefaultA,306,"[-26.261416869692397, 24.451995430913627, 40.04510295227806]"
307,Background,R G_insular_short,Background,Posterior limb of internal capsule R,WM Corticospinal tract L,PUTAMEN_anterior,Background,Background,307,"[-19.8058365533891, -1.9385206420487293, 3.756793154068717]"
308,Precentral Gyrus,R G_and_S_subcentral,Background,Background,GM Primary somatosensory cortex BA3b R,SOMATOMOTOR_NETWORK_ventrolateral,SomMotA,SomMotB,308,"[57.693064358576265, -3.729279641626391, 23.773532024400183]"
309,Frontal Pole,L S_front_middle,Background,Background,Background,left_MIDDLE_FRONTAL_GYRUS_anterior,SalVentAttnA,SalVentAttnB,309,"[-32.48064346767063, 40.29590471926048, 32.75436161317249]"
310,Postcentral Gyrus,L G_postcentral,Background,Background,GM Inferior parietal lobule PFt L,SUPRAMARGINAL_GYRUS,SalVentAttnA,DorsAttnB,310,"[-65.7283558996489, -20.271715032133514, 35.14670512273912]"
311,Frontal Pole,R S_front_sup,Background,Background,Background,right_SUPERIOR_FRONTAL_SULCUS,DefaultB,DefaultA,311,"[23.223056498434318, 38.07611953499264, 41.76145876134217]"
312,Background,R S_precentral-inf-part,Background,Fornix (cres) / Stria terminalis (can not be resolved with current resolution) L,GM Primary somatosensory cortex BA3a R,right_INFERIOR_FRONTAL_SULCUS,Background,Background,312,"[35.60404995437358, -5.264341165702675, 28.6649611786721]"
313,Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),R G_and_S_cingul-Mid-Post,Background,External capsule L,GM Superior parietal lobule 5Ci R,SOMATOMOTOR_NETWORK_anteromedial,SomMotA,SomMotA,313,"[9.79311653970882, -12.240898120799898, 45.6247015568901]"
314,"Lateral Occipital Cortex, superior division",R G_occipital_middle,Background,Background,GM Inferior parietal lobule PGp R,DORSAL_VISUAL_STREAM_ventrolateral,DorsAttnB,DefaultC,314,"[45.33284929810108, -74.98021726765643, 24.935941381498864]"
315,Background,L S_circular_insula_inf,Background,Uncinate fasciculus R,WM Uncinate fascicle L,PUTAMEN_posterior,Background,Background,315,"[-30.110127595839202, -4.558514767291754, -7.091361675230473]"
316,Background,Background,Vermis Crus I,Background,Background,left_CEREBELLUM_CRUSII_posterior,Background,Background,316,"[-11.574424056891843, -83.51270541590954, -31.561879472928695]"
317,Superior Parietal Lobule,R S_postcentral,Background,Background,GM Primary somatosensory cortex BA2 R,POSTCENTRAL_SULCUS_dorsal,DorsAttnB,DorsAttnB,317,"[32.48675623129867, -42.43955822941142, 59.910680834852]"
318,Intracalcarine Cortex,R S_calcarine,Background,Background,GM Visual cortex V1 BA17 R,MEDIAL_VISUAL_NETWORK_anterodorsal,VisCent,VisPeri,318,"[18.14581974121063, -62.07424234040313, 5.012001503924978]"
319,Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),R S_precentral-sup-part,Background,Background,GM Premotor cortex BA6 R,PRE_SUPPLEMENTARY_MOTOR_CORTEX_posterior,SomMotA,SomMotA,319,"[11.344579512240642, -5.37282084286889, 64.34618045341438]"
320,Occipital Pole,R G_cuneus,Background,Background,GM Visual cortex V2 BA18 L,MEDIODORSAL_VISUAL_NETWORK_posterior,VisCent,VisPeri,320,"[1.285326391602581, -92.26501357963147, 15.709261867194797]"
321,"Inferior Frontal Gyrus, pars opercularis",L S_precentral-inf-part,Background,Background,GM Broca's area BA44 L,left_INFERIOR_FRONTAL_SULCUS,SalVentAttnA,ContA,321,"[-53.70454445946369, 8.761489585434333, 17.684413960933753]"
322,"Supramarginal Gyrus, anterior division",L S_postcentral,Background,Superior longitudinal fasciculus R,GM Anterior intra-parietal sulcus hIP2 L,right_POSTCENTRAL_SULCUS,DorsAttnB,DorsAttnB,322,"[-39.21052670723064, -33.95338162372663, 33.67616395384316]"
323,Superior Parietal Lobule,R G_parietal_sup,Background,Background,GM Superior parietal lobule 7A R,right_INTRAPARIETAL_SULCUS,DorsAttnB,DorsAttnA,323,"[33.714290438254636, -56.820725313376926, 64.76680095941967]"
324,Frontal Orbital Cortex,L Lat_Fis-ant-Horizont,Background,Background,GM Broca's area BA45 L,left_VENTROLATERAL_PREFRONTAL_CORTEX,DefaultB,DefaultB,324,"[-45.73970389277531, 27.32450189133982, -5.480525000192614]"
325,Supracalcarine Cortex,R S_parieto_occipital,Background,Body of corpus callosum,WM Callosal body,PARIETO_OCCIPITAL_SULCUS,VisCent,DefaultC,325,"[22.670382847023703, -58.46806870647002, 22.750986018638727]"
326,Paracingulate Gyrus,R G_and_S_cingul-Ant,Background,Background,Background,DORSOMEDIAL_PREFRONTAL_CORTEX_posterior,ContA,SalVentAttnB,326,"[7.388661000151217, 32.73868593118746, 28.38822812577523]"
327,Background,Background,Background,Anterior limb of internal capsule R,WM Superior occipito-frontal fascicle L,CAUDATE,Background,Background,327,"[-15.398142599927539, 15.6844831605234, 6.096548906192595]"
328,Frontal Orbital Cortex,R S_orbital-H_Shaped,Background,Retrolenticular part of internal capsule L,WM Callosal body,LATERAL_ORBITAL_GYRUS,LimbicA,LimbicB,328,"[21.177640067091346, 36.579805144806215, -16.27646077449748]"
329,Central Opercular Cortex,L G_front_inf-Opercular,Background,Background,GM Secondary somatosensory cortex / Parietal operculum OP4 L,POSTERIOR_INSULA_dorsal,SalVentAttnA,SalVentAttnA,329,"[-45.402503218349864, 2.1922920144517377, 6.724156399592502]"
330,Precuneous Cortex,R S_parieto_occipital,Background,Background,GM Visual cortex V2 BA18 R,PARIETO_OCCIPITAL_SULCUS,DefaultB,DefaultC,330,"[11.714470493402843, -61.22027864306017, 20.491027024899765]"
331,Background,L S_circular_insula_ant,Background,External capsule R,WM Inferior occipito-frontal fascicle L,PUTAMEN_anterior,Background,Background,331,"[-26.979159323906018, 8.874324783531648, -2.871417449493549]"
332,Superior Frontal Gyrus,L G_front_sup,Background,Background,Background,left_SUPERIOR_FRONTAL_SULCUS_anterior,DefaultB,DefaultB,332,"[-21.77229824301604, 40.39291444335365, 51.60033251268362]"
333,Precentral Gyrus,L G_precentral,Background,Background,GM Premotor cortex BA6 L,left_MIDDLE_FRONTAL_GYRUS_posterocaudal,SomMotA,DorsAttnB,333,"[-47.450655088591894, -2.01572865640793, 57.0535749877466]"
334,Background,Background,Background,Anterior limb of internal capsule L,WM Corticospinal tract L,THALAMUS_ventral,Background,Background,334,"[10.267091993620753, -13.80969178442436, -3.0183744663665664]"
335,"Cingulate Gyrus, posterior division",R G_cingul-Post-dorsal,Background,Cingulum (cingulate gyrus) R,WM Cingulum L,POSTERIOR_CINGULATE_CORTEX,DefaultB,ContC,335,"[0.5666793156805738, -25.819233336169674, 34.731393283482845]"
336,Planum Temporale,L G_temp_sup-Plan_tempo,Background,Background,GM Inferior parietal lobule PFcm L,SUPERIOR_TEMPORAL_GYRUS_posterior,SomMotA,TempPar,336,"[-62.94622340879019, -34.55688046698148, 14.668919557715299]"
337,Postcentral Gyrus,L S_central,Background,Superior longitudinal fasciculus R,GM Primary somatosensory cortex BA3b L,SOMATOMOTOR_NETWORK_lateral,SomMotA,SomMotB,337,"[-46.60020181839527, -18.137300651001752, 39.86007292849801]"
338,Background,Background,Left IX,Medial lemniscus L,Background,CEREBELLUM_IX_middle,Background,Background,338,"[0.17372661689874747, -46.67941592627804, -47.292876528664706]"
339,Lingual Gyrus,R S_calcarine,Background,Cingulum (cingulate gyrus) L,GM Visual cortex V2 BA18 R,PARIETO_OCCIPITAL_SULCUS_ventral,VisCent,VisPeri,339,"[19.637122818293506, -48.872106312026006, 0.13234872605481485]"
340,Background,Background,Vermis VIIb,Unclassified,Background,CEREBELLUM_VI_anterior,Background,Background,340,"[11.67932551644168, -60.151624549181605, -28.12360055076922]"
341,Lingual Gyrus,Background,Left I-IV,Background,Background,CEREBELLUM_VERMIS,Background,Background,341,"[0.1864014217016745, -54.86092028870581, -7.09535888762494]"
342,"Temporal Fusiform Cortex, posterior division",R S_collat_transv_ant,Background,Cingulum (cingulate gyrus) L,GM Hippocampus cornu ammonis R,INFERIOR_TEMPORAL_GYRUS,LimbicA,LimbicA,342,"[33.43731893144354, -16.10847171988604, -23.87951538945792]"
343,"Parahippocampal Gyrus, posterior division",L G_oc-temp_med-Parahip,Left I-IV,Superior cerebellar peduncle R,GM Hippocampus subiculum L,COLLATERAL_SULCUS,Background,DefaultC,343,"[-12.463976565684476, -31.05445248500976, -19.235490266942136]"
344,Frontal Pole,R G_front_middle,Background,Background,GM Broca's area BA45 R,right_PARS_ORBITALIS,ContA,SalVentAttnB,344,"[41.748597458888895, 50.28427727449147, 25.850011747040938]"
345,Background,Background,Left VIIb,Background,Background,CEREBELLUM_VIIb_medial,Background,Background,345,"[-14.653961071751453, -66.90318163786458, -48.846964438786095]"
346,"Lateral Occipital Cortex, superior division",R S_oc_sup_and_transversal,Background,Background,GM Inferior parietal lobule PGp R,LATERAL_VISUAL_NETWORK_dorsoposterior,VisCent,DorsAttnA,346,"[32.701475007764856, -80.45530148738754, 26.27511633858255]"
347,Postcentral Gyrus,L G_postcentral,Background,Background,GM Primary motor cortex BA4a R,SOMATOMOTOR_NETWORK_mediolateral,SomMotA,SomMotA,347,"[-22.270971512574704, -31.580608185868215, 70.34247966331475]"
348,"Inferior Temporal Gyrus, temporooccipital part",L G_temporal_inf,Background,Background,Background,OCCIPITOTEMPORAL_GYRUS_lateral,DorsAttnB,ContA,348,"[-51.657336046879784, -60.41503296388528, -17.668703837131332]"
349,"Lateral Occipital Cortex, superior division",L G_occipital_sup,Background,Background,GM Superior parietal lobule 7P L,left_DORSAL_VISUAL_STREAM_ventral,DorsAttnB,DorsAttnA,349,"[-22.251115832493937, -82.48118899908405, 48.90462011414786]"
350,"Superior Temporal Gyrus, posterior division",L S_temporal_sup,Background,Background,Background,left_MIDDLE_TEMPORAL_GYRUS_posterior,DefaultB,TempPar,350,"[-53.86053688550955, -41.06477129925837, 2.0618196315140978]"
351,"Lateral Occipital Cortex, inferior division",L S_occipital_ant,Background,Background,GM Visual cortex V5 L,LATERAL_VISUAL_NETWORK_posterior,VisCent,VisCent,351,"[-44.64751374325295, -72.36378503147199, 3.094370156154625]"
352,Planum Polare,L G_temp_sup-Plan_polar,Background,Background,GM Primary auditory cortex TE1.2 L,POSTERIOR_INSULA_ventral,SalVentAttnA,SomMotB,352,"[46.644360519558404, 2.939429173448559, -10.874295867049582]"
353,Paracingulate Gyrus,L G_and_S_cingul-Ant,Background,Background,WM Cingulum L,DORSOMEDIAL_PREFRONTAL_CORTEX_anterocaudal,DefaultB,DefaultA,353,"[-7.924510989981513, 46.64019663657979, 16.158664369442548]"
354,Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),R G_and_S_cingul-Mid-Ant,Background,Background,GM Premotor cortex BA6 R,CINGULATE_SULCUS_posterior,SalVentAttnA,SalVentAttnA,354,"[-8.51961001813558, 7.3433523414693695, 46.81499751737357]"
355,Frontal Pole,L G_orbital,Background,Background,GM Broca's area BA45 L,right_FRONTAL_POLE_lateral,ContA,ContB,355,"[-46.42207865211211, 53.09805315794489, -3.1823734056761026]"
356,Angular Gyrus,L S_temporal_sup,Background,Background,GM Inferior parietal lobule Pga L,left_ANGULAR_GYRUS,DefaultB,DefaultB,356,"[-45.530480574347095, -58.4301073159985, 22.78294570081161]"
357,"Cingulate Gyrus, posterior division",R S_subparietal,Background,External capsule L,WM Cingulum R,POSTERIOR_CINGULATE_CORTEX,DefaultB,DefaultA,357,"[10.85117305608371, -46.02700560070535, 35.43384213549933]"
358,Frontal Orbital Cortex,R S_circular_insula_ant,Background,Background,Background,ANTERIOR_INSULA_anteroodorsal,ContA,SalVentAttnB,358,"[34.312513876704884, 26.180496505263704, -5.497053880216754]"
359,"Middle Temporal Gyrus, anterior division",R G_temp_sup-Lateral,Background,Background,Background,right_MIDDLE_TEMPORAL_GYRUS_anterior,DefaultB,DefaultA,359,"[57.24852667467141, -5.178654446138452, -16.09925711617707]"
360,"Supramarginal Gyrus, anterior division",L G_pariet_inf-Supramar,Background,Background,GM Inferior parietal lobule PF L,left_INTRAPARIETAL_SULCUS,ContA,ContA,360,"[-55.391194160883444, -41.68365643981737, 56.01480953121023]"
361,Cuneal Cortex,R G_precuneus,Background,Background,GM Superior parietal lobule 7M L,PARIETO_OCCIPITAL_SULCUS_dorsal,ContA,ContC,361,"[0.04683992455647967, -77.75461340239973, 40.96043727999373]"
362,Occipital Fusiform Gyrus,L G_and_S_occipital_inf,Left Crus I,Background,GM Visual cortex V4 L,NOISE,VisCent,VisCent,362,"[-29.38902778483589, -87.452749255106, -17.84215792196173]"
363,Lingual Gyrus,L G_oc-temp_med-Lingual,Vermis VI,Background,GM Visual cortex V1 BA17 L,VENTRAL_VISUAL_NETWORK_medial,VisCent,VisPeri,363,"[-1.733213345150844, -72.36551178788238, -5.12828077166985]"
364,"Lateral Occipital Cortex, superior division",L G_pariet_inf-Angular,Background,Background,GM Inferior parietal lobule PGp L,left_INFERIOR_PARIETAL_LOBULE,DefaultB,DefaultA,364,"[-46.495599276188926, -65.61735156161879, 32.45417666995655]"
365,"Inferior Frontal Gyrus, pars triangularis",R S_orbital_lateral,Background,Background,GM Broca's area BA45 R,right_PARS_ORBITALIS,ContA,SalVentAttnB,365,"[48.452785555103276, 41.1694285957808, 3.5855726824721614]"
366,Paracingulate Gyrus,R G_front_sup,Background,Background,GM Premotor cortex BA6 R,PRE_SUPPLEMENTARY_MOTOR_CORTEX_anterior,SalVentAttnA,SalVentAttnB,366,"[2.9643503278478534, 16.385653614220132, 52.162998847876395]"
367,Frontal Pole,L G_and_S_frontomargin,Background,Background,Background,right_FRONTAL_POLE_lateral,ContA,ContB,367,"[-30.23869808621086, 55.27187987336424, 1.933149705603455]"
368,"Lateral Occipital Cortex, inferior division",R S_oc_middle_and_Lunatus,Background,Background,GM Inferior parietal lobule PGp R,LATERAL_VISUAL_NETWORK_dorsoposterior,VisCent,VisCent,368,"[41.87920026396844, -77.3457499724586, 8.785960116111795]"
369,Occipital Fusiform Gyrus,R G_and_S_occipital_inf,Right VI,Background,GM Visual cortex V4 R,LATERAL_VISUAL_NETWORK_ventroposterior,VisCent,VisCent,369,"[38.14277165902948, -73.36905788884101, -16.39387510129965]"
370,Frontal Pole,R S_orbital_lateral,Background,Background,Background,left_FRONTAL_POLE_lateral,ContA,ContB,370,"[38.672299597838276, 49.82501085284929, -2.2142090170632684]"
371,"Supramarginal Gyrus, anterior division",L S_postcentral,Background,Background,GM Inferior parietal lobule PFt L,SUPRAMARGINAL_GYRUS,SalVentAttnA,DorsAttnB,371,"[-56.15617806974982, -21.943516242623375, 32.14277347196459]"
